Unnamed: 0,ID,label_odm,train_val_predict,src,URL
71,11970,macula,train,CTEH,http://192.168.0.19:8042/instances/c48d2285-52eba47d-6cd58546-af38d3c6-8df92d8a/preview
126,12887,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-A0017.jpg
127,12885,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-A0020.jpg
128,12865,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-A0042.jpg
129,12866,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-A0041.jpg
130,12864,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-A0043.jpg
131,12862,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-A0045.jpg
132,12860,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-A0047.jpg
133,12858,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-A0049.jpg
134,12856,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-A0051.jpg
135,12850,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-A0058.jpg
136,12843,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-A0065.jpg
137,12837,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-A0072.jpg
138,12834,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-A0075.jpg
139,12833,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-A0076.jpg
140,12832,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-A0077.jpg
141,12828,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-A0082.jpg
142,12809,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0013.jpg
143,12796,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0030.jpg
144,12792,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0034.jpg
145,12791,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0035.jpg
146,12780,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0048.jpg
147,12776,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0052.jpg
148,12775,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0053.jpg
149,12737,od,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0099.jpg
150,12735,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0101.jpg
151,12732,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0104.jpg
152,12730,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0106.jpg
153,12727,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0112.jpg
154,12723,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0116.jpg
155,12722,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0118.jpg
156,12721,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0119.jpg
157,12720,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0120.jpg
158,12688,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0156.jpg
159,12716,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0126.jpg
160,12687,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0157.jpg
161,12686,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0159.jpg
162,12685,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0160.jpg
163,12684,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0161.jpg
164,12683,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0164.jpg
165,12682,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0165.jpg
166,12681,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0166.jpg
167,12680,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0167.jpg
168,12679,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0168.jpg
169,12678,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0169.jpg
170,12677,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0170.jpg
171,12676,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0171.jpg
172,12675,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0172.jpg
173,12674,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0173.jpg
174,12673,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0174.jpg
175,12672,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0175.jpg
176,12671,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0176.jpg
177,12670,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0177.jpg
178,12669,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0178.jpg
179,12668,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0179.jpg
180,12667,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0180.jpg
181,12666,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0181.jpg
182,12665,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0182.jpg
183,12664,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0183.jpg
184,12663,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0184.jpg
185,12662,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0185.jpg
186,12661,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0186.jpg
187,12660,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0188.jpg
188,12659,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0189.jpg
189,12638,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0217.jpg
190,12637,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0218.jpg
191,12636,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0220.jpg
192,12635,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0221.jpg
193,12634,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0224.jpg
194,12633,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0225.jpg
195,12632,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0226.jpg
196,12631,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0227.jpg
197,12630,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0228.jpg
198,12629,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0229.jpg
199,12628,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0230.jpg
200,12627,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0231.jpg
201,12626,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0232.jpg
202,12624,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0235.jpg
203,12623,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0236.jpg
204,12622,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0237.jpg
205,12621,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0239.jpg
206,12619,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0242.jpg
207,12618,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0243.jpg
208,12617,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0244.jpg
209,12616,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0246.jpg
210,12594,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0269.jpg
211,12593,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0271.jpg
212,12592,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0272.jpg
213,12591,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0273.jpg
214,12589,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0276.jpg
215,12590,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0275.jpg
216,12588,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0277.jpg
217,12587,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0278.jpg
218,12586,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0279.jpg
219,12585,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0280.jpg
220,12584,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0283.jpg
221,12583,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0284.jpg
222,12582,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0285.jpg
223,12581,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0286.jpg
224,12580,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0287.jpg
225,12579,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0288.jpg
226,12578,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0289.jpg
227,12577,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0290.jpg
228,12576,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0291.jpg
229,12575,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0293.jpg
230,12574,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0294.jpg
231,12573,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0295.jpg
232,12572,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0297.jpg
233,12571,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0298.jpg
234,12570,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0299.jpg
235,12569,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0301.jpg
236,12568,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0302.jpg
237,12567,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0303.jpg
238,12566,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0305.jpg
239,12565,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0306.jpg
240,12564,macula,train,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0307.jpg
241,12247,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/479_0002CR0D.png
242,12246,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/480_0004CL0D.png
243,12244,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/482_0004CL0D.png
244,12241,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/485_0002CR0D.png
245,12240,macula,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/488_0003CL0D.png
246,12239,macula,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/489_0001CR0D.png
247,12238,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/490_0002CR0D.png
248,12237,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/491_0004CL0D.png
249,12236,macula,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/493_0001CR0D.png
250,12235,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/494_0002CR0D.png
251,12234,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/495_0004CL0D.png
252,12233,macula,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/496_0003CL0D.png
253,12231,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/498_0002CR0D.png
254,12229,macula,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/500_0003CL0D.png
255,12230,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/499_0004CL0D.png
256,12228,null-centered,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/501_0007CR0D.png
257,12226,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/503_0002CR0D.png
258,12225,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/504_0004CL0D.png
259,12224,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/507_0002CR0D.png
260,12223,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/508_0004CL0D.png
261,12193,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/545_0005CL0D.png
262,12192,macula,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/546_0004CL0D.png
263,12191,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/547_0003CL0D.png
264,12190,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/548_0001CR0D.png
265,12189,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/549_0002CR0D.png
266,12188,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/550_0004CL0D.png
267,12187,macula,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/551_0003CL0D.png
268,12185,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/553_0002CR0D.png
269,12184,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/554_0004CL0D.png
270,12182,macula,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/556_0001CR0D.png
271,12181,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/558_0004CL0D.png
272,12180,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/559_0003CL0D.png
273,12179,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/560_0001CR0D.png
274,12178,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/562_0004CL0D.png
275,12177,macula,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/563_0003CL0D.png
276,12176,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/564_0004CL0D.png
277,12175,macula,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/565_0003CL0D.png
278,12174,macula,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/566_0001CR0D.png
279,12173,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/567_0002CR0D.png
280,12172,macula,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/569_0004CL0D.png
281,12171,macula,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/570_0001CR0D.png
282,12170,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/571_0003CR0D.png
283,12169,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/572_0004CL0D.png
284,12167,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/575_0002CR0D.png
285,12166,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/576_0001CR0D.png
286,12165,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/577_0002CR0D.png
287,12164,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/578_0004CL0D.png
288,12154,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/591_0002CR0D.png
289,12153,macula,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/592_0001CR0D.png
290,12152,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/593_0002CR0D.png
291,12151,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/595_0003CL0D.png
292,12150,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/596_0004CL0D.png
293,12149,macula,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/597_0003CL0D.png
294,12148,macula,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/598_0001CR0D.png
295,12147,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/599_0002CR0D.png
296,12146,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/600_0002CL0D.png
297,12145,macula,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/601_0001CL0D.png
298,12144,macula,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/604_0001CR0D.png
299,12143,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/605_0002CR0D.png
300,12142,macula,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/607_0003CL0D.png
301,12141,macula,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/608_0001CR0D.png
302,12139,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/612_0005CL0D.png
303,12138,macula,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/614_0001CR0D.png
304,12137,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/615_0002CR0D.png
305,12136,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/616_0004CL0D.png
306,12134,macula,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/618_0001CR0D.png
307,12133,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/620_0004CL0D.png
308,12132,macula,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/621_0003CL0D.png
309,12131,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/622_0001CR0D.png
310,12130,macula,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/624_0006CL0D.png
311,12129,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/625_0007CL0D.png
312,12128,macula,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/626_0004CR0D.png
313,12127,macula,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/628_0001CR0D.png
314,12126,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/629_0002CR0D.png
315,12125,od,train,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/630_0004CL0D.png
316,11928,od,train,CTEH,http://192.168.0.19:8042/instances/97c848b8-4607f46e-67e6254f-5a3a7ac0-42946cb0/preview
317,11920,null-centered,train,CTEH,http://192.168.0.19:8042/instances/3129f7af-3d8a5e94-6d457bdb-e60599fe-d5093479/preview
318,11918,macula,train,CTEH,http://192.168.0.19:8042/instances/bf6ab430-9ffac3e7-7cee185f-28c96a4d-dcb41382/preview
319,11917,macula,train,CTEH,http://192.168.0.19:8042/instances/f69f6823-8c9cecc1-09264f34-b203ec89-e2a00166/preview
320,11913,null-centered,train,CTEH,http://192.168.0.19:8042/instances/37d7890a-1be0766a-d60c272e-829bbc89-ff7d3363/preview
321,11909,macula,train,CTEH,http://192.168.0.19:8042/instances/9c0b37ae-829bc570-dec3e5cb-7f934744-f089dc62/preview
322,11908,macula,train,CTEH,http://192.168.0.19:8042/instances/45d6e692-eee429c9-cb439bc1-09215418-76530c95/preview
323,11907,null-centered,train,CTEH,http://192.168.0.19:8042/instances/0c343f4c-4513b81d-18865dfd-9fa7ac16-b2be421d/preview
